User_ID,Year,Country,Gender,Age_Group,Urban_Rural,Phone_Type,Fintech_Used,Use_Case_1,Use_Case_2,Monthly_Transactions,Avg_Transaction_Value,Barrier
U7353,2024,Uganda,Male,45-54,Urban,Smartphone,No,Business Use,Online Shopping,0,0.0,Low Digital Literacy
U7354,2024,Ghana,Male,25-34,Urban,Feature Phone,Yes,Airtime Top-up,,4,22.94,None
U7355,2018,Ghana,Male,35-44,Urban,Smartphone,Yes,Online Shopping,Airtime Top-up,2,28.79,None
U7356,2024,Tanzania,Male,25-34,Urban,Smartphone,No,Online Shopping,,0,0.0,No Smartphone
U7357,2025,Tanzania,Female,35-44,Rural,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U7358,2025,South Africa,Other,25-34,Rural,Smartphone,Yes,Bill Payments,Airtime Top-up,6,22.49,None
U7359,2020,South Africa,Male,45-54,Urban,Smartphone,Yes,P2P Transfers,Airtime Top-up,4,45.35,None
U7360,2018,South Africa,Male,25-34,Urban,Feature Phone,Yes,Airtime Top-up,P2P Transfers,6,29.96,None
U7361,2018,Zimbabwe,Female,25-34,Urban,Smartphone,No,Bill Payments,,0,0.0,No Trust
U7362,2022,Uganda,Female,18-24,Urban,Smartphone,No,Business Use,Airtime Top-up,0,0.0,No ID
U7363,2016,Ghana,Female,18-24,Rural,Smartphone,Yes,Business Use,Airtime Top-up,1,43.31,None
U7364,2020,Zimbabwe,Male,18-24,Rural,Feature Phone,Yes,P2P Transfers,Business Use,5,13.87,None
U7365,2018,Tanzania,Male,25-34,Urban,Feature Phone,Yes,Online Shopping,,4,48.53,None
U7366,2022,Zimbabwe,Male,25-34,Urban,Smartphone,Yes,Bill Payments,Online Shopping,5,46.2,None
U7367,2021,Nigeria,Female,25-34,Urban,Feature Phone,No,Business Use,,0,0.0,No Trust
U7368,2020,Uganda,Female,55+,Urban,Feature Phone,Yes,Airtime Top-up,,7,36.27,None
U7369,2020,Uganda,Other,25-34,Urban,Smartphone,No,Airtime Top-up,Business Use,0,0.0,Low Digital Literacy
U7370,2018,South Africa,Female,25-34,Rural,Smartphone,Yes,Airtime Top-up,,2,39.21,None
U7371,2023,Uganda,Female,25-34,Urban,Smartphone,No,Bill Payments,,0,0.0,No ID
U7372,2016,Kenya,Female,25-34,Urban,Smartphone,No,Bill Payments,,0,0.0,No Trust
U7373,2017,Tanzania,Female,35-44,Urban,Feature Phone,No,P2P Transfers,,0,0.0,Low Digital Literacy
U7374,2019,Uganda,Male,35-44,Urban,Smartphone,Yes,Bill Payments,Airtime Top-up,4,22.2,None
U7375,2022,Ghana,Male,18-24,Rural,Feature Phone,Yes,Business Use,,4,13.31,None
U7376,2017,Uganda,Male,25-34,Urban,Feature Phone,No,Business Use,Bill Payments,0,0.0,Low Digital Literacy
U7377,2021,Tanzania,Female,18-24,Urban,None,No,Business Use,,0,0.0,None
U7378,2021,Uganda,Male,18-24,Urban,Smartphone,Yes,Business Use,Online Shopping,3,13.18,None
U7379,2021,Nigeria,Female,35-44,Urban,Feature Phone,Yes,Online Shopping,,9,16.99,None
U7380,2025,Kenya,Female,25-34,Urban,Smartphone,Yes,Bill Payments,,1,8.36,None
U7381,2022,Kenya,Female,25-34,Rural,Smartphone,Yes,Bill Payments,Airtime Top-up,7,45.36,None
U7382,2025,Nigeria,Male,45-54,Urban,Smartphone,No,Online Shopping,Bill Payments,0,0.0,Poor Network
U7383,2025,South Africa,Female,18-24,Urban,Smartphone,No,Business Use,Online Shopping,0,0.0,Poor Network
U7384,2019,Zimbabwe,Female,25-34,Rural,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,Poor Network
U7385,2022,Ghana,Male,25-34,Urban,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,No Trust
U7386,2018,South Africa,Male,18-24,Urban,Feature Phone,No,Online Shopping,,0,0.0,No Trust
U7387,2016,Kenya,Female,18-24,Urban,Smartphone,Yes,Airtime Top-up,,3,34.46,None
U7388,2024,Nigeria,Male,35-44,Urban,Smartphone,No,Airtime Top-up,,0,0.0,Poor Network
U7389,2023,Zimbabwe,Female,25-34,Rural,Feature Phone,No,Online Shopping,,0,0.0,Low Digital Literacy
U7390,2022,Tanzania,Male,35-44,Urban,Feature Phone,No,P2P Transfers,Business Use,0,0.0,Poor Network
U7391,2022,Ghana,Male,18-24,Urban,Smartphone,No,P2P Transfers,Airtime Top-up,0,0.0,No Trust
U7392,2018,Ghana,Female,25-34,Urban,Smartphone,Yes,P2P Transfers,Business Use,2,11.62,None
U7393,2025,Ghana,Female,45-54,Rural,None,No,Bill Payments,,0,0.0,Low Digital Literacy
U7394,2016,Zimbabwe,Male,25-34,Urban,Smartphone,Yes,Bill Payments,,8,22.68,None
U7395,2023,South Africa,Female,25-34,Urban,Smartphone,No,Business Use,Bill Payments,0,0.0,No Smartphone
U7396,2017,Tanzania,Female,55+,Urban,Feature Phone,No,P2P Transfers,Bill Payments,0,0.0,Low Digital Literacy
U7397,2019,South Africa,Female,25-34,Urban,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,Poor Network
U7398,2022,South Africa,Male,25-34,Rural,Smartphone,Yes,P2P Transfers,,8,30.35,None
U7399,2023,Kenya,Female,35-44,Urban,Smartphone,No,P2P Transfers,Airtime Top-up,0,0.0,Low Digital Literacy
U7400,2022,Nigeria,Male,25-34,Urban,Smartphone,Yes,P2P Transfers,,2,9.22,None
U7401,2024,Nigeria,Male,25-34,Rural,Smartphone,Yes,Bill Payments,Airtime Top-up,5,33.26,None
U7402,2021,Zimbabwe,Male,35-44,Urban,Feature Phone,Yes,P2P Transfers,,2,49.62,None
U7403,2022,Uganda,Male,25-34,Urban,None,No,Airtime Top-up,,0,0.0,Low Digital Literacy
U7404,2020,Kenya,Male,25-34,Urban,Feature Phone,No,Bill Payments,,0,0.0,No Smartphone
U7405,2017,Zimbabwe,Male,45-54,Rural,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,Low Digital Literacy
U7406,2015,Tanzania,Female,35-44,Urban,Smartphone,Yes,Airtime Top-up,,6,40.75,None
U7407,2017,Ghana,Female,18-24,Urban,Feature Phone,Yes,P2P Transfers,Business Use,4,49.69,None
U7408,2016,Uganda,Female,25-34,Urban,Feature Phone,No,Online Shopping,Airtime Top-up,0,0.0,Poor Network
U7409,2018,Tanzania,Male,35-44,Urban,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U7410,2023,Kenya,Male,35-44,Urban,Feature Phone,Yes,Business Use,,3,36.62,None
U7411,2024,Tanzania,Male,18-24,Urban,None,No,Airtime Top-up,Bill Payments,0,0.0,Low Digital Literacy
U7412,2025,Ghana,Male,18-24,Rural,Feature Phone,Yes,P2P Transfers,,5,16.15,None
U7413,2022,Uganda,Female,35-44,Rural,Feature Phone,Yes,P2P Transfers,Business Use,4,29.99,None
U7414,2023,Nigeria,Female,18-24,Rural,Smartphone,Yes,P2P Transfers,Bill Payments,4,33.91,None
U7415,2019,Ghana,Female,25-34,Urban,Smartphone,No,Bill Payments,Online Shopping,0,0.0,Low Digital Literacy
U7416,2021,Nigeria,Male,25-34,Rural,Smartphone,Yes,Bill Payments,,5,25.1,None
U7417,2023,Kenya,Male,45-54,Urban,Smartphone,No,Airtime Top-up,,0,0.0,Low Digital Literacy
U7418,2017,Nigeria,Female,25-34,Rural,Smartphone,Yes,Business Use,,9,37.27,None
U7419,2015,Zimbabwe,Male,25-34,Urban,Feature Phone,No,Bill Payments,,0,0.0,Poor Network
U7420,2016,Nigeria,Male,35-44,Urban,Smartphone,Yes,Airtime Top-up,,5,44.45,None
U7421,2021,Nigeria,Male,45-54,Rural,Feature Phone,Yes,P2P Transfers,Airtime Top-up,4,10.18,None
U7422,2022,Ghana,Male,25-34,Urban,Smartphone,No,Airtime Top-up,,0,0.0,No Smartphone
U7423,2015,Kenya,Female,45-54,Urban,Feature Phone,No,P2P Transfers,,0,0.0,No Smartphone
U7424,2022,Zimbabwe,Male,18-24,Rural,Smartphone,Yes,Business Use,Online Shopping,4,42.24,None
U7425,2018,Kenya,Male,35-44,Urban,Feature Phone,Yes,Business Use,Online Shopping,3,39.86,None
U7426,2017,South Africa,Male,25-34,Urban,Smartphone,Yes,Online Shopping,,6,30.39,None
U7427,2025,Ghana,Female,25-34,Urban,Feature Phone,Yes,Bill Payments,Airtime Top-up,5,43.46,None
U7428,2019,South Africa,Male,25-34,Urban,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U7429,2017,Ghana,Female,45-54,Urban,Feature Phone,Yes,Airtime Top-up,Business Use,5,9.66,None
U7430,2016,Uganda,Male,45-54,Urban,Smartphone,Yes,Airtime Top-up,,3,40.22,None
U7431,2022,Kenya,Male,25-34,Urban,Smartphone,No,Business Use,Online Shopping,0,0.0,No Trust
U7432,2025,Zimbabwe,Male,25-34,Urban,Smartphone,Yes,Bill Payments,Airtime Top-up,3,44.97,None
U7433,2019,South Africa,Male,45-54,Urban,Smartphone,Yes,Airtime Top-up,Online Shopping,2,24.89,None
U7434,2024,Zimbabwe,Male,25-34,Rural,Feature Phone,Yes,Bill Payments,,3,44.53,None
U7435,2015,Nigeria,Female,25-34,Rural,Feature Phone,No,Airtime Top-up,,0,0.0,Poor Network
U7436,2021,Nigeria,Male,45-54,Urban,Feature Phone,No,Business Use,,0,0.0,No Trust
U7437,2015,Ghana,Other,35-44,Rural,Smartphone,No,Online Shopping,Bill Payments,0,0.0,No Smartphone
U7438,2017,Uganda,Female,25-34,Urban,Smartphone,No,Bill Payments,Business Use,0,0.0,Poor Network
U7439,2019,Uganda,Male,25-34,Urban,Smartphone,Yes,Airtime Top-up,,5,44.75,None
U7440,2020,Zimbabwe,Male,55+,Rural,Feature Phone,No,Business Use,Airtime Top-up,0,0.0,No ID
U7441,2023,Ghana,Male,45-54,Rural,Smartphone,Yes,P2P Transfers,,4,5.21,None
U7442,2023,South Africa,Other,25-34,Urban,Feature Phone,Yes,Online Shopping,Business Use,7,7.52,None
U7443,2016,South Africa,Female,25-34,Rural,Smartphone,No,Business Use,P2P Transfers,0,0.0,No ID
U7444,2016,Zimbabwe,Female,18-24,Urban,Smartphone,Yes,Online Shopping,P2P Transfers,2,49.74,None
U7445,2018,Zimbabwe,Male,18-24,Rural,Smartphone,Yes,Online Shopping,P2P Transfers,6,43.65,None
U7446,2022,Zimbabwe,Male,35-44,Rural,None,No,Online Shopping,,0,0.0,No ID
U7447,2019,South Africa,Female,25-34,Urban,None,No,Business Use,Airtime Top-up,0,0.0,No Smartphone
U7448,2021,Nigeria,Female,25-34,Urban,Smartphone,Yes,Airtime Top-up,,5,28.09,None
U7449,2024,Nigeria,Male,18-24,Urban,Smartphone,No,Bill Payments,Airtime Top-up,0,0.0,No Trust
U7450,2021,Zimbabwe,Male,35-44,Urban,Feature Phone,Yes,Business Use,Bill Payments,4,7.04,None
U7451,2021,Kenya,Female,18-24,Urban,Smartphone,Yes,Airtime Top-up,Bill Payments,3,11.68,None
U7452,2016,Nigeria,Male,55+,Urban,Smartphone,Yes,P2P Transfers,,6,32.62,None
U7453,2021,Kenya,Female,18-24,Urban,Smartphone,Yes,Bill Payments,Online Shopping,10,28.11,None
U7454,2017,Uganda,Female,35-44,Urban,Feature Phone,Yes,Bill Payments,Airtime Top-up,4,45.63,None
U7455,2018,Zimbabwe,Female,18-24,Urban,Feature Phone,No,Online Shopping,,0,0.0,No Smartphone
U7456,2018,Kenya,Female,25-34,Urban,None,No,Business Use,,0,0.0,None
U7457,2019,Tanzania,Female,35-44,Rural,Smartphone,Yes,Business Use,Airtime Top-up,1,19.64,None
U7458,2016,Nigeria,Female,35-44,Urban,Smartphone,Yes,Online Shopping,,2,21.29,None
U7459,2017,Uganda,Female,25-34,Urban,None,No,Bill Payments,Business Use,0,0.0,None
U7460,2024,Kenya,Female,25-34,Urban,Smartphone,Yes,Business Use,Bill Payments,7,14.38,None
U7461,2015,Tanzania,Male,25-34,Rural,Smartphone,No,Bill Payments,,0,0.0,Low Digital Literacy
U7462,2025,Nigeria,Female,45-54,Urban,Feature Phone,No,Bill Payments,,0,0.0,No Smartphone
U7463,2025,South Africa,Female,25-34,Urban,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U7464,2015,Ghana,Male,18-24,Urban,Smartphone,No,Bill Payments,Online Shopping,0,0.0,Low Digital Literacy
U7465,2020,Nigeria,Other,25-34,Urban,Smartphone,No,Online Shopping,,0,0.0,No Smartphone
U7466,2015,Tanzania,Female,35-44,Rural,Smartphone,No,P2P Transfers,Business Use,0,0.0,No Smartphone
U7467,2018,Tanzania,Female,18-24,Rural,Feature Phone,Yes,Business Use,Online Shopping,3,15.81,None
U7468,2019,Tanzania,Male,35-44,Rural,Feature Phone,No,P2P Transfers,,0,0.0,Poor Network
U7469,2021,Ghana,Male,35-44,Urban,Smartphone,Yes,Airtime Top-up,,9,16.35,None
U7470,2022,Nigeria,Female,18-24,Urban,Feature Phone,Yes,Bill Payments,P2P Transfers,4,48.1,None
U7471,2018,Tanzania,Male,25-34,Urban,Smartphone,Yes,P2P Transfers,,4,39.03,None
U7472,2019,Ghana,Male,18-24,Rural,Feature Phone,Yes,Bill Payments,P2P Transfers,5,39.45,None
U7473,2025,Ghana,Female,35-44,Urban,Feature Phone,Yes,Bill Payments,,3,49.58,None
U7474,2020,Tanzania,Male,25-34,Rural,Smartphone,No,Airtime Top-up,,0,0.0,Low Digital Literacy
U7475,2016,Tanzania,Female,25-34,Rural,Smartphone,Yes,Business Use,,10,24.45,None
U7476,2015,Uganda,Female,35-44,Rural,Smartphone,No,Business Use,P2P Transfers,0,0.0,No ID
U7477,2023,Tanzania,Male,18-24,Urban,Smartphone,Yes,Business Use,Bill Payments,7,43.2,None
U7478,2024,Ghana,Female,25-34,Rural,Smartphone,Yes,Online Shopping,Bill Payments,3,16.35,None
U7479,2022,South Africa,Female,18-24,Rural,Smartphone,Yes,P2P Transfers,,2,8.54,None
U7480,2022,Tanzania,Male,18-24,Urban,Feature Phone,No,Business Use,P2P Transfers,0,0.0,Poor Network
U7481,2024,Tanzania,Male,25-34,Rural,Feature Phone,No,Online Shopping,Business Use,0,0.0,No Smartphone
U7482,2023,South Africa,Female,25-34,Rural,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,Poor Network
U7483,2020,Tanzania,Male,45-54,Urban,Smartphone,Yes,Airtime Top-up,Business Use,4,21.19,None
U7484,2016,Ghana,Other,25-34,Rural,Smartphone,No,Airtime Top-up,Business Use,0,0.0,Low Digital Literacy
U7485,2017,Tanzania,Female,25-34,Urban,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,No ID
U7486,2025,Ghana,Female,25-34,Urban,Smartphone,Yes,Bill Payments,Business Use,1,10.91,None
U7487,2019,Kenya,Male,45-54,Urban,Feature Phone,No,Airtime Top-up,,0,0.0,No Smartphone
U7488,2015,Ghana,Female,45-54,Rural,Feature Phone,Yes,P2P Transfers,Online Shopping,7,18.04,None
U7489,2016,Ghana,Male,18-24,Urban,Smartphone,No,Business Use,Bill Payments,0,0.0,No Trust
U7490,2015,Zimbabwe,Male,25-34,Rural,Smartphone,Yes,Online Shopping,P2P Transfers,1,7.66,None
U7491,2019,Ghana,Female,35-44,Rural,Smartphone,No,Online Shopping,,0,0.0,No Smartphone
U7492,2016,South Africa,Female,25-34,Urban,Feature Phone,Yes,Airtime Top-up,,3,38.71,None
U7493,2019,Ghana,Male,25-34,Urban,Smartphone,No,P2P Transfers,Bill Payments,0,0.0,Poor Network
U7494,2019,Uganda,Male,18-24,Rural,Smartphone,Yes,P2P Transfers,,4,43.41,None
U7495,2024,Uganda,Male,18-24,Rural,Feature Phone,No,Online Shopping,,0,0.0,Poor Network
U7496,2019,Ghana,Female,25-34,Urban,Smartphone,Yes,P2P Transfers,,7,36.59,None
U7497,2019,Ghana,Male,35-44,Rural,Smartphone,Yes,P2P Transfers,,2,20.36,None
U7498,2020,Zimbabwe,Male,18-24,Rural,Smartphone,No,Business Use,,0,0.0,No ID
U7499,2018,Kenya,Female,18-24,Urban,Feature Phone,Yes,Bill Payments,,5,37.28,None
U7500,2021,Kenya,Female,25-34,Urban,Smartphone,No,Bill Payments,,0,0.0,Low Digital Literacy
U7501,2021,Uganda,Male,25-34,Rural,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,No Trust
U7502,2015,Tanzania,Female,18-24,Urban,Feature Phone,Yes,Online Shopping,P2P Transfers,2,37.94,None
U7503,2021,Ghana,Male,18-24,Rural,Feature Phone,No,P2P Transfers,Airtime Top-up,0,0.0,No ID
U7504,2022,Ghana,Female,25-34,Rural,Feature Phone,No,Online Shopping,P2P Transfers,0,0.0,No Trust
U7505,2020,Tanzania,Female,18-24,Urban,Smartphone,Yes,Business Use,Airtime Top-up,7,32.18,None
U7506,2023,Uganda,Male,25-34,Rural,Feature Phone,Yes,Bill Payments,,7,40.67,None
U7507,2021,Tanzania,Male,25-34,Urban,Smartphone,No,Business Use,,0,0.0,No Smartphone
U7508,2020,Ghana,Female,35-44,Urban,Smartphone,No,Bill Payments,,0,0.0,Poor Network
U7509,2022,Kenya,Male,35-44,Rural,Smartphone,Yes,Online Shopping,Bill Payments,5,41.58,None
U7510,2015,South Africa,Male,18-24,Rural,Smartphone,No,Online Shopping,,0,0.0,No Smartphone
U7511,2025,Uganda,Female,25-34,Urban,Smartphone,No,Business Use,,0,0.0,Low Digital Literacy
U7512,2018,South Africa,Male,18-24,Urban,Smartphone,No,Bill Payments,Business Use,0,0.0,No Smartphone
U7513,2023,Nigeria,Male,18-24,Urban,Smartphone,No,P2P Transfers,,0,0.0,No Trust
U7514,2016,South Africa,Female,35-44,Urban,Smartphone,Yes,Airtime Top-up,P2P Transfers,2,45.76,None
U7515,2017,South Africa,Male,25-34,Urban,Feature Phone,No,Business Use,,0,0.0,No ID
U7516,2018,Kenya,Female,18-24,Rural,Smartphone,Yes,Business Use,,4,20.95,None
U7517,2017,South Africa,Female,18-24,Rural,Feature Phone,Yes,Airtime Top-up,,8,32.71,None
U7518,2020,Nigeria,Male,18-24,Rural,Feature Phone,Yes,Bill Payments,Airtime Top-up,3,38.72,None
U7519,2019,Ghana,Male,18-24,Rural,Smartphone,No,P2P Transfers,,0,0.0,No ID
U7520,2023,Zimbabwe,Male,45-54,Urban,Feature Phone,Yes,P2P Transfers,Business Use,4,25.0,None
U7521,2023,Tanzania,Female,25-34,Urban,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U7522,2017,Ghana,Male,18-24,Rural,Smartphone,No,Online Shopping,Business Use,0,0.0,No Smartphone
U7523,2024,Zimbabwe,Other,45-54,Urban,Smartphone,Yes,Business Use,P2P Transfers,2,8.81,None
U7524,2015,Zimbabwe,Female,18-24,Urban,Smartphone,No,Online Shopping,,0,0.0,Low Digital Literacy
U7525,2017,Zimbabwe,Male,25-34,Urban,None,No,P2P Transfers,,0,0.0,No Trust
U7526,2015,Tanzania,Female,35-44,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,No Smartphone
U7527,2024,Ghana,Female,18-24,Rural,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U7528,2023,Ghana,Male,35-44,Urban,Smartphone,Yes,Online Shopping,,5,7.57,None
U7529,2021,Kenya,Female,25-34,Urban,Smartphone,No,Online Shopping,Bill Payments,0,0.0,Low Digital Literacy
U7530,2025,Ghana,Male,25-34,Urban,None,No,P2P Transfers,Airtime Top-up,0,0.0,None
U7531,2017,Kenya,Female,25-34,Urban,Smartphone,No,P2P Transfers,,0,0.0,No Smartphone
U7532,2021,Tanzania,Male,45-54,Rural,Smartphone,Yes,Online Shopping,,5,39.15,None
U7533,2015,Uganda,Male,18-24,Urban,Feature Phone,No,Business Use,,0,0.0,No Trust
U7534,2023,Nigeria,Male,25-34,Urban,Feature Phone,Yes,Business Use,Airtime Top-up,3,11.13,None
U7535,2024,South Africa,Male,25-34,Rural,Feature Phone,Yes,Online Shopping,Airtime Top-up,4,15.98,None
U7536,2020,Nigeria,Female,25-34,Urban,Feature Phone,Yes,Bill Payments,,5,18.42,None
U7537,2024,Nigeria,Male,35-44,Urban,Smartphone,Yes,Airtime Top-up,,3,42.1,None
U7538,2021,South Africa,Female,45-54,Urban,Smartphone,Yes,Online Shopping,,5,27.88,None
U7539,2020,Nigeria,Male,45-54,Rural,None,No,Online Shopping,P2P Transfers,0,0.0,None
U7540,2023,Ghana,Male,25-34,Urban,Smartphone,Yes,P2P Transfers,,4,10.49,None
U7541,2018,Nigeria,Male,55+,Rural,Smartphone,No,Online Shopping,Airtime Top-up,0,0.0,Poor Network
U7542,2015,Zimbabwe,Female,25-34,Urban,Smartphone,Yes,P2P Transfers,Online Shopping,5,38.55,None
U7543,2016,Ghana,Female,18-24,Urban,Smartphone,Yes,P2P Transfers,Bill Payments,6,29.8,None
U7544,2016,South Africa,Male,35-44,Urban,Feature Phone,No,Airtime Top-up,Bill Payments,0,0.0,No ID
U7545,2022,South Africa,Female,45-54,Urban,Feature Phone,Yes,Business Use,P2P Transfers,4,28.36,None
U7546,2019,South Africa,Female,35-44,Rural,Feature Phone,Yes,P2P Transfers,,5,17.73,None
U7547,2020,Nigeria,Male,25-34,Urban,Smartphone,Yes,P2P Transfers,Online Shopping,3,21.7,None
U7548,2023,South Africa,Female,25-34,Rural,Smartphone,Yes,Online Shopping,Airtime Top-up,4,24.18,None
U7549,2015,Kenya,Male,25-34,Rural,None,No,Business Use,Airtime Top-up,0,0.0,Poor Network
U7550,2024,Uganda,Female,35-44,Rural,Smartphone,No,Online Shopping,Bill Payments,0,0.0,Poor Network
U7551,2020,Ghana,Female,35-44,Rural,Smartphone,Yes,Business Use,,7,45.77,None
U7552,2023,South Africa,Female,25-34,Urban,None,No,Online Shopping,,0,0.0,None
U7553,2023,Zimbabwe,Male,45-54,Urban,Feature Phone,No,Online Shopping,Business Use,0,0.0,No ID
U7554,2018,Tanzania,Male,25-34,Urban,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U7555,2016,Nigeria,Other,25-34,Rural,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,No Smartphone
U7556,2015,South Africa,Female,18-24,Rural,Smartphone,Yes,Bill Payments,P2P Transfers,3,41.85,None
U7557,2017,Ghana,Female,35-44,Urban,Smartphone,Yes,Online Shopping,Bill Payments,9,7.47,None
U7558,2015,Nigeria,Female,18-24,Urban,Smartphone,No,Airtime Top-up,,0,0.0,No Trust
U7559,2019,Ghana,Female,18-24,Urban,Smartphone,No,Bill Payments,,0,0.0,Poor Network
U7560,2016,Tanzania,Female,18-24,Rural,Feature Phone,Yes,Online Shopping,,4,47.25,None
U7561,2023,Ghana,Female,25-34,Urban,Feature Phone,Yes,Bill Payments,P2P Transfers,3,41.5,None
U7562,2021,Ghana,Female,18-24,Urban,Feature Phone,No,Airtime Top-up,,0,0.0,No Trust
U7563,2015,Nigeria,Male,25-34,Rural,Smartphone,No,Business Use,Bill Payments,0,0.0,Poor Network
U7564,2021,Zimbabwe,Male,25-34,Rural,Smartphone,Yes,Online Shopping,,7,21.44,None
U7565,2022,South Africa,Female,45-54,Urban,Feature Phone,No,P2P Transfers,Online Shopping,0,0.0,No Smartphone
U7566,2021,Nigeria,Female,18-24,Rural,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U7567,2015,Kenya,Female,45-54,Urban,Smartphone,Yes,Business Use,,5,11.7,None
U7568,2025,Nigeria,Male,25-34,Urban,None,No,P2P Transfers,,0,0.0,None
U7569,2016,Tanzania,Male,45-54,Rural,Smartphone,No,P2P Transfers,Online Shopping,0,0.0,No Trust
U7570,2018,Ghana,Female,25-34,Urban,Smartphone,Yes,Bill Payments,,5,29.68,None
U7571,2018,South Africa,Female,45-54,Rural,Feature Phone,No,P2P Transfers,Bill Payments,0,0.0,Poor Network
U7572,2016,South Africa,Female,18-24,Rural,Feature Phone,No,P2P Transfers,Online Shopping,0,0.0,Low Digital Literacy
U7573,2019,Kenya,Male,25-34,Rural,Smartphone,Yes,Bill Payments,Airtime Top-up,2,31.12,None
U7574,2023,South Africa,Male,18-24,Urban,Smartphone,Yes,P2P Transfers,,4,28.54,None
U7575,2024,Zimbabwe,Male,18-24,Urban,Smartphone,No,Airtime Top-up,,0,0.0,Poor Network
U7576,2015,Zimbabwe,Female,45-54,Urban,Smartphone,Yes,Business Use,Online Shopping,2,35.38,None
U7577,2018,Nigeria,Female,35-44,Rural,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,No ID
U7578,2017,Tanzania,Female,18-24,Urban,Feature Phone,No,Bill Payments,Online Shopping,0,0.0,Low Digital Literacy
U7579,2018,South Africa,Male,18-24,Urban,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,No Smartphone
U7580,2025,Zimbabwe,Female,25-34,Rural,Smartphone,No,Online Shopping,Business Use,0,0.0,No ID
U7581,2024,Uganda,Male,55+,Urban,Smartphone,Yes,Online Shopping,Bill Payments,2,20.98,None
U7582,2023,Zimbabwe,Female,45-54,Urban,Smartphone,Yes,Business Use,P2P Transfers,6,45.05,None
U7583,2015,Nigeria,Male,18-24,Urban,Feature Phone,No,Online Shopping,Airtime Top-up,0,0.0,No Trust
U7584,2020,Zimbabwe,Female,18-24,Rural,Smartphone,Yes,Bill Payments,Business Use,5,8.2,None
U7585,2020,Zimbabwe,Female,25-34,Urban,Feature Phone,Yes,Bill Payments,P2P Transfers,4,42.01,None
U7586,2023,Tanzania,Male,25-34,Urban,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,No Trust
U7587,2022,Nigeria,Female,25-34,Urban,Feature Phone,No,Online Shopping,,0,0.0,Low Digital Literacy
U7588,2024,Zimbabwe,Female,45-54,Urban,Feature Phone,Yes,Online Shopping,,5,12.88,None
U7589,2023,Ghana,Female,35-44,Urban,Smartphone,Yes,P2P Transfers,Airtime Top-up,5,18.61,None
U7590,2018,Ghana,Female,35-44,Urban,Smartphone,Yes,P2P Transfers,,5,28.52,None
U7591,2021,Nigeria,Male,25-34,Urban,Smartphone,No,P2P Transfers,Airtime Top-up,0,0.0,No ID
U7592,2020,Uganda,Female,25-34,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,Low Digital Literacy
U7593,2016,Zimbabwe,Male,35-44,Urban,Feature Phone,No,Airtime Top-up,,0,0.0,Low Digital Literacy
U7594,2018,Zimbabwe,Other,55+,Rural,Smartphone,Yes,Airtime Top-up,,8,35.72,None
U7595,2016,Zimbabwe,Female,25-34,Urban,Feature Phone,Yes,Airtime Top-up,Bill Payments,6,32.94,None
U7596,2019,Ghana,Male,45-54,Rural,Smartphone,Yes,Business Use,,6,9.23,None
U7597,2017,Tanzania,Male,25-34,Rural,Smartphone,No,Business Use,Online Shopping,0,0.0,No Smartphone
U7598,2025,Tanzania,Male,25-34,Urban,Smartphone,No,P2P Transfers,,0,0.0,Low Digital Literacy
U7599,2023,Zimbabwe,Female,25-34,Urban,Feature Phone,No,P2P Transfers,Business Use,0,0.0,Poor Network
U7600,2025,Ghana,Female,35-44,Urban,Smartphone,No,Bill Payments,,0,0.0,No Trust
U7601,2023,Zimbabwe,Male,45-54,Rural,Feature Phone,No,P2P Transfers,Business Use,0,0.0,No ID
U7602,2022,Nigeria,Female,25-34,Urban,Feature Phone,Yes,Online Shopping,,6,12.84,None
U7603,2019,Zimbabwe,Male,25-34,Rural,Smartphone,No,P2P Transfers,,0,0.0,Poor Network
U7604,2021,Nigeria,Male,18-24,Urban,None,No,P2P Transfers,Bill Payments,0,0.0,No Smartphone
U7605,2023,Tanzania,Female,45-54,Rural,Feature Phone,No,Bill Payments,Airtime Top-up,0,0.0,No Smartphone
U7606,2021,Uganda,Male,35-44,Urban,Feature Phone,Yes,P2P Transfers,,6,10.65,None
